,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_teks,jumlah_kata,jumlah_char,rata_rata_kata,tweet_english,sentiment,sentiment_num
127,1.80192e+18,Mon Jun 17 07:18:09 +0000 2024,0,@ARSIPAJA Yg ngehasilin duit dipotong tapera yg buang2 duit dikasih bansos,1.8026e+18,,ARSIPAJA,in,,0,0,0,https://x.com/echanichan66/status/1802601610436354371,1.51861e+18,echanichan66,arsipaja ngehasilin duit potong tapera buang duit kasih bansos,9,62,6.89,"just to make money by cutting tapera, wasting money by giving social assistance",negative,-1
128,1.80251e+18,Mon Jun 17 07:09:38 +0000 2024,0,@Mdy_Asmara1701 Makan mie 10.000 ngutang 7000 triliun...blm lagi majakin rakyat...PPN...tapera,1.8026e+18,,Mdy_Asmara1701,in,"Tulang Bawang, Lampung",0,0,0,https://x.com/bangsawanid/status/1802599469533573510,1.5723e+18,bangsawanid,mdyasmara makan mie hutang triliunblm majakin rakyatppntapera,7,61,8.71,mdyasmara eat noodles trillion debt has not yet pampered the people ppntapera,negative,-1
129,1.79867e+18,Mon Jun 17 07:06:37 +0000 2024,1,@liaasister 2.5 % tapera dari karyawan 5% di subsidi pemerintah,1.8026e+18,,liaasister,in,,0,0,1,https://x.com/Julbayur3x/status/1802598709152329844,1.71955e+18,Julbayur3x,liaasister tapera karyawan subsidi perintah,5,43,8.6,liaasister tapera employee subsidy order,negative,-1
130,1.8026e+18,Mon Jun 17 07:02:13 +0000 2024,0,Legalkan judi bikin pusat perjudian kyk Las Vegas/Genting Highland entah di Batam/Bali/Kep. Seribu. Uangnya bisa dipajakin nambah devisa negara. Jadi ga perlu ada Tapera. @jokowi @prabowo @gibran_tweet ,1.8026e+18,,,in,,0,0,0,https://x.com/B168iceps/status/1802597599859638615,1.34642e+18,B168iceps,legal judi pusat judi kyk las vegasgenting highland batambalikep ribu uang dipajakin tambah devisa negara tapera jokowi prabowo gibrantweet,19,139,7.32,legal gambling gambling center like las vegasgenting highland batambeliep thousands of money taxed plus state foreign exchange tapera jokowi prabowo gibrantweet,positive,1
131,1.80223e+18,Mon Jun 17 07:01:19 +0000 2024,0,@adnardn Padahal meningkatkan value 3.5% lebih banyak dari Tapera ,1.8026e+18,,adnardn,in,,0,0,0,https://x.com/showm4ker_/status/1802597373233037539,1.42389e+18,showm4ker_,adnardn tingkat value tapera,4,28,7.0,adnardn tapera value level,positive,1
132,1.8026e+18,Mon Jun 17 06:55:16 +0000 2024,0,Tapera 'dipinjam' negara buat nutupin defisit apbn? Ti kawajiban rakyat ge ngeruk ayeuna tinu hak dikeruk oge. Sarakah kieu nu di laluhur.,1.8026e+18,,,in,,0,0,0,https://x.com/snuockhurgronje/status/1802595852151926940,2931087193.0,snuockhurgronje,tapera pinjam negara nutupin defisit apbn ti kawajiban rakyat ge ngeruk ayeuna tinu hak keruk oge sara kieu nu laluhur,20,118,5.9,"tapera, state borrowing to cover state budget deficit ti obligations of the people ge ngeruk ayeuna tinu dredging rights oge sara kieu nu Laluhur",negative,-1
133,1.80259e+18,Mon Jun 17 06:53:39 +0000 2024,129,@BudiBukanIntel udah tau market global lagi resesi bukanya jorjoran ngasih subsidi ke warga lokal buat daya beli domestik malah dikasih tapera,1.8026e+18,,BudiBukanIntel,in,,0,8,18,https://x.com/meong99x/status/1802595447414116651,1.64835e+18,meong99x,budibukanintel market global resesi buka jorjoran subsidi warga lokal daya beli domestik kasih tapera,14,101,7.21,budubukanintel global market recession opens up massive subsidies for local residents domestic purchasing power give tapera,negative,-1
134,1.80234e+18,Mon Jun 17 06:50:45 +0000 2024,0,@kegblgnunfaedh mikirin tapera tapero sampe yg kek gini gak keurus,1.80259e+18,,kegblgnunfaedh,in,,0,0,0,https://x.com/celedeng/status/1802594715487072301,1.18262e+18,celedeng,kegblgnunfaedh pikir tapera tapero kek gin urus,7,47,6.71,kegblgnunfaedh think tapera tapero like gin take care of,positive,1
135,1.80255e+18,Mon Jun 17 06:49:41 +0000 2024,0,@abcdeeef_u @travixer WARGA TAPERA,1.80259e+18,,abcdeeef_u,in,floating with debris,0,1,0,https://x.com/smileintrouble/status/1802594447475306746,72170776.0,smileintrouble,abcdeeefu travixer warga tapera,4,31,7.75,abcdeeefu travixer Tapera resident,negative,-1
136,1.80235e+18,Mon Jun 17 06:48:16 +0000 2024,0,@geloraco Lebih masuk akal dari pada tapera dan bansos buat koban judol,1.80259e+18,,geloraco,in,,0,0,0,https://x.com/kimochi369/status/1802594090456113333,7.82436e+17,kimochi369,geloraco masuk akal tapera bansos koban judol,7,45,6.43,geloraco makes sense tapera social assistance koban judol,negative,-1
137,1.80252e+18,Mon Jun 17 06:39:35 +0000 2024,0,@septixtang Tapera,1.80259e+18,,septixtang,in,"Kota Makassar, Sulawesi Selata",0,0,0,https://x.com/NusantaraJaya26/status/1802591905727091062,1.75013e+18,NusantaraJaya26,septixtang tapera,2,17,8.5,tapera septic tank,negative,-1
138,1.80259e+18,Mon Jun 17 06:33:22 +0000 2024,0,Ada video seru cek sekarang juga! https://t.co/Eu48UTYZbp Saya setuju tapera tu bukan urusn masyarakat Indonesia dimanapun berada ttapi urusn pemerintahan yg harus menyediakn lahan untuk rumah para pensiunan PNS Ayo kita batalkan tapera ini udah semua sulit tambahin sulit aja https://t.co/obZ2IhDZx7,1.80259e+18,https://pbs.twimg.com/media/GQQWXSYbIAAeqTv.jpg,,in,,0,0,0,https://x.com/asipokiluper/status/1802590343197872147,1.63274e+18,asipokiluper,video seru cek tuju tapera urusn masyarakat indonesia mana urusn perintah menyediakn lahan rumah pensiun pns ayo batal tapera sulit tambahin sulit,22,146,6.64,"Exciting video check out the Tapera project, the Indonesian people's affairs, where is the order to provide land for civil servant retirement homes, let's cancel Tapera, it's difficult, make it even more difficult",negative,-1
139,1.80256e+18,Mon Jun 17 06:32:22 +0000 2024,0,@KompasTV Akhirnya.... berita kasus korupsi Timah.. perlahan hilang dari pemberitaan media.. kalah sama kasus Vina dan Tapera yg tayang 25 jam.. bukan 24 jam lagi.. lagi2..berkat media.. fokus masyarakat bisa di alihkan,1.80259e+18,,KompasTV,in,"Jakarta Pusat, DKI Jakarta",0,0,0,https://x.com/suratagolden11/status/1802590090969194523,1900087315.0,suratagolden11,kompastv berita korupsi timah perlahan hilang berita media kalah vina tapera tayang jam jam lagiberkat media fokus masyarakat alih,19,130,6.84,"kompastv news about tin corruption is slowly disappearing, news about media losing, vina tapera is airing at other times, thanks to the media, the focus of society is shifting",positive,1
140,1.80259e+18,Mon Jun 17 06:29:16 +0000 2024,1,Asikkk bayar tapera ya kak,1.80259e+18,,,in,,0,0,0,https://x.com/noexonolyfe/status/1802589309180207400,1.08368e+18,noexonolyfe,asikkk bayar tapera kak,4,23,5.75,nice to pay tapera sis,positive,1
141,1.80259e+18,Mon Jun 17 06:29:09 +0000 2024,1,aku setuju banget nek iki!!! sakpole.... timbang TAPERA mending IKN dibiayai JUDOL!!! Ameh pirang Trilyun wae genah genep.,1.80259e+18,,,in,,0,0,0,https://x.com/jilujilo/status/1802589280319226057,1.098e+18,jilujilo,tuju banget nek iki sakpole timbang tapera mending ikn biaya judol ameh pirang trilyun genah genep,16,98,6.12,really aim grandma iki sakpole weigh tapera better ikn cost judol ameh blond trillion genah genep,positive,1
142,1.80235e+18,Mon Jun 17 06:28:55 +0000 2024,6,@geloraco Seharusnya bangun IKN ladang Judi terserah Judi apa saja dari pada APBN Ludes Uang Dana Umat dari Haji Modus Tapera Pajak Naik dll program2 yg ada Cuannya Uang Sitaan Koruptor Dari pd hasil korup di korup lagi,1.80259e+18,,geloraco,in,,0,0,0,https://x.com/ara_sofyan/status/1802589220642619423,1.6784e+18,ara_sofyan,geloraco bangun ikn ladang judi serah judi apbn ludes uang dana umat haji modus tapera pajak dll program cuannya uang sita koruptor pd hasil korup korup,26,152,5.85,"geloraco builds gambling field icon, surrenders gambling, APBN is gone, Hajj funds, Tapera mode, taxes, etc., its profit program, money is confiscated by corruptors from the proceeds of corruption, corrupt",positive,1
143,1.80256e+18,Mon Jun 17 06:24:33 +0000 2024,0,@UnderGod_666v2 @infoXwor_ Gaji serendah-rendahnya dan banyak potongan salah satunya tapera,1.80259e+18,,UnderGod_666v2,in,,0,0,0,https://x.com/anggaragar/status/1802588122485502176,1.22219e+18,anggaragar,undergodv infoxwor gaji serendahrendahnya potong salah satu tapera,8,66,8.25,undergodv infoxwor minimum salary cut one tapera,negative,-1
144,1.80234e+18,Mon Jun 17 06:23:46 +0000 2024,0,@kyky887i @ch_chotimah2 @jokowi Tambah Tapera penguaha nafasin,1.80259e+18,,kyky887i,in,,0,0,0,https://x.com/JokoSug26888866/status/1802587924325687401,1.45623e+18,JokoSug26888866,kykyi chchotimah jokowi tapera penguaha nafasin,6,47,7.83,Kykyi Chchotimah Jokowi Tapera is a breather,negative,-1
145,1.80259e+18,Mon Jun 17 06:23:40 +0000 2024,2,WOI ELA ELO MACAM GIMANA ITU? Udah ada yang main? Kalo udah 100 post di sana dapet bonus Tapera ga? Atau dapet bansos gitu,1.80259e+18,,,in,,0,1,0,https://x.com/ngomonginsaham_/status/1802587901592829954,1.58592e+18,ngomonginsaham_,woi ela elo gimana main post dapet bonus tapera dapet bansos gitu,12,65,5.42,"Wow, how do you play post and get a Tapera bonus to get social assistance like that",positive,1
146,1.80259e+18,Mon Jun 17 06:22:52 +0000 2024,0,Gaji 7.5 diatas ptkp anjir mana pph21 skrg pk TER blm lg pot bpjs lah jmo lah mana katanya mau ada tapera banyak2 puasa senin kamis deh ,1.80259e+18,,Innochant325,in,masih napak tanah,0,0,0,https://x.com/Innochant325/status/1802587700819873885,1.47393e+18,Innochant325,gaji atas ptkp anjir pph pakai ter lg pot bpjs jmo tapera puasa senin kamis deh,16,79,4.94,salary above PTKP anjir PPH use ter again pot BPJS jmo tapera fasting Monday Thursday,negative,-1
147,1.80256e+18,Mon Jun 17 06:22:50 +0000 2024,0,@miftachurizqi Buruan dftrin tapera kik wkw,1.80259e+18,,miftachurizqi,in,"Jepara, Indonesia",0,1,0,https://x.com/kemaleko_/status/1802587690178670628,9.56058e+17,kemaleko_,miftachurizqi buru dftrin tapera kik wkw,6,40,6.67,miftachurizqi hurry up and register for tapera kik wkw,negative,-1
148,1.80257e+18,Mon Jun 17 06:22:32 +0000 2024,0,@SekarJayanti07 Yg 2.500 buat TAPERA,1.80259e+18,,SekarJayanti07,in,INFJ - T,0,1,0,https://x.com/Adrian_susiloo/status/1802587616413429961,175225216.0,Adrian_susiloo,sekarjayanti tapera,2,19,9.5,sekarjayanti tapera,negative,-1
149,1.80253e+18,Mon Jun 17 06:22:28 +0000 2024,0,@PotengWijaya @DokterTifa Hidup IKN rakyat sengsara pajak naik BBM naik tambah Tapera ...jaya penguasa,1.80259e+18,,PotengWijaya,in,,0,0,0,https://x.com/haeruj56/status/1802587599799796068,1.74511e+18,haeruj56,potengwijaya doktertifa hidup ikn rakyat sengsara pajak bbm tapera jaya kuasa,11,77,7.0,"Potengwijaya Doktertifa lives and the people suffer from fuel taxes, Tapera Jaya Power",negative,-1
150,1.80258e+18,Mon Jun 17 06:19:29 +0000 2024,0,@chubbyandgrumpy Nyuruh kerja serius tapi gaji bercanda. Hadah. Tampar aja pake slip gaji yang ga seberapa dan masih dipotong tapera itu.,1.80259e+18,,chubbyandgrumpy,in,,0,1,0,https://x.com/alsoratih/status/1802586845462884758,1.02685e+18,alsoratih,chubbyandgrumpy nyuruh kerja serius gaji canda hadah tampar pakai slip gaji potong tapera,13,89,6.85,"chubbyandgrumpy told to work seriously, salary jokes, slap with pay slip, cut tapera",negative,-1
151,1.80237e+18,Mon Jun 17 06:17:47 +0000 2024,0,@huhraizen asik dong biar bisa tinggal satu rumah bareng osumi dengan hasil tapera....,1.80259e+18,,huhraizen,in,Givanka J. Lovamore,0,1,0,https://x.com/lovehypothesie/status/1802586419413828070,1.57658e+18,lovehypothesie,huhraizen asik tinggal rumah bareng osumi hasil tapera,8,54,6.75,Huhraizen is having fun living at home with Osumi from Tapera,positive,1
152,1.80237e+18,Mon Jun 17 06:16:13 +0000 2024,0,@lovehypothesie Jodohnya dipotong pajak tapera yaa,1.80259e+18,,lovehypothesie,in,He/they,0,1,0,https://x.com/huhraizen/status/1802586025723883586,1.39578e+18,huhraizen,lovehypothesie jodoh potong pajak tapera yaa,6,44,7.33,lovehypothesie matchmaking cuts tapera tax yeah,negative,-1
153,1.80255e+18,Mon Jun 17 06:12:08 +0000 2024,0,@travixer Lhah travixer warga tapera juga ,1.80258e+18,,travixer,in,bikini bottom,0,2,0,https://x.com/abcdeeef_u/status/1802584996290674880,1.06001e+18,abcdeeef_u,travixer lhah travixer warga tapera,5,35,7.0,"travixer, you know, travixer, a resident of Tapera",negative,-1
154,1.80194e+18,Mon Jun 17 06:11:23 +0000 2024,0,@ARSIPAJA oh pantes tapera diwajibkan,1.80258e+18,,ARSIPAJA,in,,0,0,0,https://x.com/dityapn_/status/1802584807089869051,1336689578.0,dityapn_,arsipaja oh tapera wajib,4,24,6.0,archives oh tapera mandatory,positive,1
155,1.80254e+18,Mon Jun 17 06:04:11 +0000 2024,5,@H0jlund_Era @Jateng_Twit Warga NU sebagai penerima daging kurban,1.80258e+18,,H0jlund_Era,in,"Gaza, Palestine",0,0,0,https://x.com/LantjarDjayaa/status/1802582996215820303,2518915579.0,LantjarDjayaa,hjlundera jatengtwit warga nu terima daging kurban,7,50,7.14,hjlundera jatengtwit residents who receive sacrificial meat,negative,-1
156,1.80258e+18,Mon Jun 17 06:03:06 +0000 2024,0,Bajingan wes kon bayar tapera saiki raoleh twitteran https://t.co/omC9Kbp7le,1.80258e+18,https://pbs.twimg.com/media/GQQPbs1bQAAWg49.jpg,,in,,0,0,0,https://x.com/davidovichmkp/status/1802582722373890428,1.49683e+18,davidovichmkp,bajing kon bayar tapera raoleh twitteran,6,40,6.67,squirrel kon pay tapera raoleh twitteran,negative,-1
157,1.80235e+18,Mon Jun 17 05:54:11 +0000 2024,6,@geloraco Ide bagus. Drpd judi online uangnya terbang ke LN mending ke pemerintah. Ga perlu maksain tapera. Next perbaikan mental masyarakat dampak judi menyusul. Kalau skrg rugi dobel uang ke LN mental masyarakat rusak juga.,1.80258e+18,,geloraco,in,la la la land,0,0,0,https://x.com/lastman365214/status/1802580479859900469,8.23117e+17,lastman365214,geloraco ide bagus drpd judi online uang terbang ln mending perintah maksain tapera next baik mental masyarakat dampak judi susul rugi dobel uang ln mental masyarakat rusak,27,172,6.37,geloraco good idea than online gambling flying money ln better order forcing tapera next good mental society impact of gambling following double loss of money ln mental society is damaged,positive,1
158,1.80258e+18,Mon Jun 17 05:51:16 +0000 2024,0,I'm farming @zaponblast #gigadrops on @Blast_L2 tobrut sange crt chundai Tapera Kominfo x,1.80258e+18,,,in,,0,0,0,https://x.com/vertianyoi/status/1802579748440219775,1.76094e+18,vertianyoi,im farming zaponblast gigadrops on blastl tobrut sange crt chundai tapera kominfo x,13,83,6.38,im farming zaponblast gigadrops on blastl tobrut sange crt chundai tapera kominfo x,negative,-1
159,1.80238e+18,Mon Jun 17 05:50:55 +0000 2024,0,@TaleOf17O623 panjang umur sehat selalu dan bahagia selalu. lu berdua nyicil tapera apa gimana? langgeng bener udah 12 bulan aja. di tunggu adik buat Milan. https://t.co/RZyI78nRrS,1.80258e+18,https://pbs.twimg.com/media/GQQMpKObMAAYCw5.jpg,TaleOf17O623,in,@179World,0,0,0,https://x.com/Sciuops/status/1802579659336425893,340996067.0,Sciuops,taleofo umur sehat bahagia lu dua nyicil tapera gimana langgeng bener tunggu adik mil,14,85,6.07,"taleofo your happy healthy age, two installments of tapera, how long will it really last, wait for your little sister",positive,1
160,1.80258e+18,Mon Jun 17 05:49:53 +0000 2024,0,@lantip Gajih yang tidak dipotong tapera,1.80258e+18,,lantip,in,Dusun Demangan,0,1,1,https://x.com/vetamandra/status/1802579397628903667,14594867.0,vetamandra,lantip gajih potong tapera,4,26,6.5,lantip cut tapera,negative,-1
161,1.80257e+18,Mon Jun 17 05:49:33 +0000 2024,0,@maccanattsu F boi Bntar tapera udah mulai kah?,1.80258e+18,,maccanattsu,in,Paradise Manor,0,1,0,https://x.com/hhxxb_mei/status/1802579312622624827,1.60507e+18,hhxxb_mei,maccanattsu f boi bntar tapera kah,6,34,5.67,maccanattsu f boi bntar tapera kah,negative,-1
162,1.8024e+18,Mon Jun 17 05:37:47 +0000 2024,0,@tang__kira Pendapat Lee Yonjin tentang tapera,1.80258e+18,,tang__kira,in,Indonesia,0,0,0,https://x.com/TelurKanguru/status/1802576352643883517,1.0212e+18,TelurKanguru,tangkira dapat lee yonjin tapera,5,32,6.4,tankira can lee yonjin tapera,negative,-1
163,1.80255e+18,Mon Jun 17 05:37:29 +0000 2024,0,@alrazenn isyell ada khodam diskon tapera https://t.co/eO83mfgmYP,1.80258e+18,https://pbs.twimg.com/media/GQQJkpSbIAAMeu9.jpg,alrazenn,in,he | ic : 6jan_63,0,0,0,https://x.com/pray4ky/status/1802576278622794122,1.57837e+18,pray4ky,alrazenn isyell khodam diskon tapera,5,36,7.2,alrazenn isyell khodam discount tapera,negative,-1
164,1.80258e+18,Mon Jun 17 05:34:42 +0000 2024,2,judi online jadi legal 30% masuk pajak kelar itu IKN. gak usah sok-sok udunan pake Tapera. https://t.co/87Y1tA5Jin,1.80258e+18,https://pbs.twimg.com/media/GQQI7g9acAAAT7y.jpg,,in,Dekat kata Deadline dan Brief,0,2,0,https://x.com/rskuntowiyoga/status/1802575575820935477,241446380.0,rskuntowiyoga,judi online legal masuk pajak kelar ikn soksok udunan pakai tapera,11,66,6.0,Legal online gambling is taxed after IKN Soksok Udunan uses Tapera,positive,1
165,1.80258e+18,Mon Jun 17 05:32:36 +0000 2024,0,Dana Tapera kan dpt digunakan sbgai doku muka KPR oleh penerima manfaat sehingga bkl meningkatkan akses KPR serta meningkatkan stabilitas industri sektor properti khususnya perumahan bcoz dana Tapera dpt menyediakan sumber pendanaan pendanaan jangka panjang https://t.co/yJ4UDfs60k,1.80258e+18,https://pbs.twimg.com/media/GQQIdFhbEAAANpc.jpg,,in,,0,0,0,https://x.com/TaraMalika123/status/1802575049389638035,1.71072e+18,TaraMalika123,dana tapera dpt doku muka kpr terima manfaat bkl tingkat akses kpr tingkat stabilitas industri sektor properti rumah bcoz dana tapera dpt sedia sumber dana dana jangka,27,167,6.19,"tapera funds can provide down payment on mortgages, receive benefits, bkl mortgage access level, stability level of the property sector industry, houses, bcoz tapera funds can provide sources of funds, long-term funds",positive,1
166,1.80217e+18,Mon Jun 17 05:14:30 +0000 2024,0,@pandji Bang Pandji bisa tolong ajarin kita ttp optimis sm negara ini? setelah politik dinasti yg dinormalisasi tapera bansos utk korban judol x yg mau diblok diganti elaelo dan masih bnyak lg yg bikin suudzon bgt. Ada apa sbnrnya sm negara kita ini bang? mau dibikin ky apa?,1.80257e+18,,pandji,in,,0,0,0,https://x.com/jjasminumsambac/status/1802570495533134315,1.4833e+18,jjasminumsambac,pandji bang pandji tolong ajarin ttp optimis negara politik dinasti normalisasi tapera bansos korban judol x blok ganti elaelo bnyak lg suudzon banget negara bang bikin ky,27,171,6.33,"Pandji, Bang Pandji, please teach, stay optimistic, state, dynastic politics, normalize tapera, social assistance for victims of Judol",positive,1
167,1.80257e+18,Mon Jun 17 05:11:45 +0000 2024,0,Entah tapi beneran kepingin kebijakan yang aneh aneh segera direalisasikan. X segera di blokir RUU TNi polri penyiaran segera direalisasikan judol segera diberi bansos tapera langsung aja dijalankan sekalian semuanya aja. Mau lihat apa 58% bertanggung jawab sama pilihannya?,1.80257e+18,,,in,Dunia Flora,0,1,0,https://x.com/Barbmwbuk/status/1802569803712147683,1.14251e+18,Barbmwbuk,beneran kepingin bijak aneh aneh realisasi x blokir ruu tni polri siar realisasi judol bansos tapera langsung jalan lihat tanggung pilih,21,136,6.48,"really want to be wise, strange, strange, realization",positive,1
168,1.80257e+18,Mon Jun 17 05:08:51 +0000 2024,1,Penerima Manfaat Akui Terbantu Miliki Rumah Dengan Program Tapera. Kevin Bawah Ayoo Cowok 1990 Kalo X https://t.co/8hq0wSKmSH,1.80257e+18,https://pbs.twimg.com/media/GQQC_P-bcAATWfv.jpg,,in,,0,0,1,https://x.com/rinimengapa/status/1802569072435175848,1.75686e+18,rinimengapa,terima manfaat saya bantu milik rumah program tapera kevin ayoo cowok x,12,71,5.92,accept the benefits I help own a house tapera program kevin come on guys x,positive,1
169,1.80256e+18,Mon Jun 17 05:08:15 +0000 2024,1,@hamas191 APBN tinggal 17 T yp sombongnye ngga ketulungan ingat utang th depan hrs bayar 800T blom+bunga RIBA mk-nya mempeng rakyat hrd ikut tapera skarang + aneh naik pesawat dianggap pariwisata nnti jg di+iuran pariwisata? APBN kosong rakyat yang hrs ngisi apa ngga koplak? https://t.co/y6wRAqy5kr,1.80257e+18,https://pbs.twimg.com/media/GQQCg3hbsAAcxjH.jpg,hamas191,in,,0,0,0,https://x.com/LuckyLudjaina/status/1802568920186187797,1.60736e+18,LuckyLudjaina,hamas apbn tinggal yp sombongnye ketulungan utang th hrs bayar blombunga riba mempeng rakyat hrd tapera aneh pesawat anggap pariwisata nnti jg iur pariwisata apbn kosong rakyat hrs isi koplak,30,191,6.37,"Hamas APBN is left, YP is arrogant, the debt has to be paid, interest rates, usury, people are influenced by HRD Tapera, strange, planes think tourism will also contribute to tourism, the APBN is empty, the people have to fill the koplak",negative,-1
170,1.80257e+18,Mon Jun 17 05:08:05 +0000 2024,1,BP Tapera Tegaskan Dana Tapera Bukan Untuk Pembangunan IKN. Kevin Bawah Cowok 1990 Ayoo Sapi Idul Adha https://t.co/vu93AXlCTs,1.80257e+18,https://pbs.twimg.com/media/GQQC0lRbsAAYGuT.jpg,,in,,0,0,1,https://x.com/portbibib/status/1802568880537354516,1.75685e+18,portbibib,bp tapera tegas dana tapera bangun ikn kevin cowok ayoo sapi idul adha,13,70,5.38,bp tapera firmly tapera funds build icon kevin guy come on cow eid al adha,negative,-1
171,1.80254e+18,Mon Jun 17 05:05:35 +0000 2024,0,@tanyarlfes Lagi pd pusing suruh bayar iuran Tapera sm jkw ,1.80257e+18,,tanyarlfes,in,,0,0,0,https://x.com/PKananku1927/status/1802568249374388733,1.77288e+18,PKananku1927,tanyarlfes pd pusing suruh bayar iur tapera jkw,8,47,5.88,tanyarlfes on headache told to pay tapera contribution jkw,negative,-1
172,1.80235e+18,Mon Jun 17 04:56:15 +0000 2024,0,@hamba_sahaaya sapi hasil ikut tapera,1.80257e+18,,hamba_sahaaya,in,,0,0,0,https://x.com/Riccky771/status/1802565900706734484,1.50553e+18,Riccky771,hambasahaaya sapi hasil tapera,4,30,7.5,hambasahaaya cows from tapera,negative,-1
173,1.80256e+18,Mon Jun 17 04:52:46 +0000 2024,1,@iyasudadeh_ sibuk sama tapera,1.80257e+18,,iyasudadeh_,in,Turn on the bell 🔔,0,0,0,https://x.com/oriflake/status/1802565024256540786,1.54508e+18,oriflake,iyasudadeh sibuk tapera,3,23,7.67,yessudadeh busy tapera,negative,-1
174,1.80256e+18,Mon Jun 17 04:51:54 +0000 2024,0,Kurban.... Kurban.. TAPERA....,1.80256e+18,,,in,,0,0,0,https://x.com/tokeadi85/status/1802564805167116718,1.75813e+18,tokeadi85,kurban kurban tapera,3,20,6.67,sacrifice sacrifice tapera,negative,-1
175,1.80254e+18,Mon Jun 17 04:50:15 +0000 2024,0,@dedengkot000 @arifalhs @hoteliercrypto Tinggal naikan pajak atau buat tapera buat nambal hutang,1.80256e+18,,dedengkot000,in,"Gianyar, Indonesia",0,0,0,https://x.com/toniksujanainfo/status/1802564391608652283,1.41346e+18,toniksujanainfo,dedengkot arifalhs hoteliercrypto tinggal naik pajak tapera nambal hutang,9,73,8.11,dedengkot arifalhs hoteliercrypto just needs to increase the tapera tax to cover the debt,negative,-1
176,1.80192e+18,Mon Jun 17 04:45:56 +0000 2024,0,@ARSIPAJA mending kalo gitu judi di legalkan pajak nya di gedein abiss itu buat IKN hahahah daripada buat Tapera,1.80256e+18,,ARSIPAJA,in,,0,0,0,https://x.com/R99HW/status/1802563306315497502,1.76426e+18,R99HW,arsipaja mending gitu judi legal pajak gedein abiss ikn hahahah tapera,11,70,6.36,archiveaja better like that legal gambling really big taxes ikn hahahah tapera,positive,1
177,1.80256e+18,Mon Jun 17 04:43:17 +0000 2024,1,Calon bupati Rawa Buaya ges ,1.80256e+18,,,in,"Gaza, Palestine",1,0,0,https://x.com/LantjarDjayaa/status/1802562637940814219,2518915579.0,LantjarDjayaa,calon bupati rawa buaya ges,5,27,5.4,candidate for regent of Rawa Buaya Ges,negative,-1
178,1.8025e+18,Mon Jun 17 04:42:49 +0000 2024,12,@kemkominfo dah capek ama TAPERA dana bansos buat org kecanduan judol&amp;pinjol ditambah lagi ama RUU penyiaran kapan matinya gendut,1.80256e+18,,kemkominfo,in,,0,0,2,https://x.com/JamesHarletv2/status/1802562520978481589,1.59462e+18,JamesHarletv2,kemkominfo dah capek tapera dana bansos orang candu judolamppinjol tambah ruu siar mati gendut,14,94,6.71,"Ministry of Communication and Information is tired of tapera social assistance funds, people are addicted to judolamppinjol, add broadcasting bill, die fat",negative,-1
179,1.47795e+18,Mon Jun 17 04:37:10 +0000 2024,0,@LonenyDragon @asasfuro @everypain_id @oktorivan @PelautBugis1945 @Wawan_74 @halo_lentera @ajegilelu1 @arivannie1816 @antikadrunbang @Matahari_tmr @AyaniMel @angling_darma18 @eko_is_oke @perbowo @YanFx_TRade @JokoPintar2 @the3brothers2 @jarjitsinghai @Karsono12732862 @Alfatih007Mr @JhontalJk @mahdiequintana @Tatto26141368 @KlavuGheni2 @hendry_martien @Kappa_2023 @bayoubeka @Yudiantiyaman @DiposuroP @manomsoegia @MudrikaReka @wenwenIp7 @Nasrullutfi3 @BP_Tapera @Dr_Moeldoko @NeilZurong @udaytokay @Menlu_RI @Nadiem_Makarim @nalarto @prabowo @Ardan_rizqy @tete_saung @Kemdikbud_RI @kadangbablas @Rfadlis1 @CCICPolri @ListyoSigitP @menkominfoUKM Jokowi pasrah ga mampu apa apa lagi,1.80256e+18,,LonenyDragon,in,La_Mandau,0,2,0,https://x.com/Dayak_strong/status/1802561096966177078,1.33623e+18,Dayak_strong,lonenydragon asasfuro everypainid oktorivan pelautbugis wawan halolentera ajegilelu arivannie antikadrunbang mataharitmr ayanimel anglingdarma ekoisoke bowo yanfxtrade jokopintar thebrothers jarjitsinghai karsono alfatihmr jhontaljk mahdiequintana tatto klavugheni hendrymartien kappa bayoubeka yudiantiyaman diposurop manomsoegia mudrikareka wenwenip nasrullutfi bptapera drmoeldoko neilzurong udaytokay menluri nadiemmakarim nalarto prabowo ardanrizqy tetesaung kemdikbudri kadangbablas rfadlis ccicpolri listyosigitp menkominfoukm jokowi pasrah,52,547,10.52,lonenydragon asasfuro everypainid oktorivan penyerangbugis wawan halolentera ajegilelu arivannie antikadrunbang mataharitmr ayanimel anglingdarma ekoisoke bowo yanfxtrade jokopintar thebrothers jarjitsinghai karsono alfatihmr jhontaljk mahdiequintana tattoo klavugheni hendrymartien kappa bayoubeka yudiantiyaman diposurop manomsoegia mudrikareka wenwenip nasrullutfi bptapera drmoeldoko neilzurong udaytokay menluri nadiemmakarim nalarto prabowo ardanrizqy dropsaung kemdikbudrikadangbablas rfadlis ccicpolri listyosigitp menkominfoukm jokowi surrender,negative,-1
